Species ID,Species Label,Active Taxa,Source Count,Group,Proteome Strategy,Protein Strategy,Proteome ID,Proteome Label,Proteome IRI,Reviewed Proteins,Unreviewed Proteins,Total Proteins,Errors
12162,Citrus tristeza virus,12162,4,small-virus,genbank,weak-blast-match,12162,Citrus tristeza virus,http://www.ncbi.nlm.nih.gov/genome/?term=txid12162[Organism:noexp],0,11,11,
12183,Potato virus X,12183,1,small-virus,uniprot-reference,weak-blast-match,12185,Potato virus X (strain X3),http://www.uniprot.org/uniprot/?query=keyword%3A1185+AND+organism%3A12185,5,0,5,
12205,Papaya ringspot virus,12205,1,small-virus,uniprot-complete,weak-blast-match,31731,Papaya ringspot virus (strain P / mutant HA),http://www.uniprot.org/uniprot/?query=keyword%3A181+AND+organism%3A31731,2,0,2,
12211,Plum pox virus,12211; 12213,2,small-virus,uniprot-complete,weak-blast-match,12213,Plum pox virus isolate NAT,http://www.uniprot.org/uniprot/?query=keyword%3A181+AND+organism%3A12213,2,0,2,
12215,Potato virus A,12215,1,small-virus,uniprot-complete,weak-blast-match,12215,Potato virus A,http://www.uniprot.org/uniprot/?query=keyword%3A181+AND+organism%3A12215,2,0,2,
12216,Potato virus Y,122280; 12216,5,small-virus,uniprot-reference,weak-blast-match,12219,Potato virus Y strain N (PVY(N)),http://www.uniprot.org/uniprot/?query=keyword%3A1185+AND+organism%3A12219,2,0,2,
12227,Tobacco etch virus,12227,1,small-virus,uniprot-complete,weak-blast-match,12227,Tobacco etch virus,http://www.uniprot.org/uniprot/?query=keyword%3A181+AND+organism%3A12227,2,0,2,
12228,Tobacco vein mottling virus,12228,1,small-virus,uniprot-complete,weak-blast-match,12228,Tobacco vein mottling virus,http://www.uniprot.org/uniprot/?query=keyword%3A181+AND+organism%3A12228,2,0,2,
12232,Zucchini yellow mosaic virus,12232,1,small-virus,uniprot-complete,weak-blast-match,117128,Zucchini yellow mosaic virus (strain California),http://www.uniprot.org/uniprot/?query=keyword%3A181+AND+organism%3A117128,2,0,2,
12238,Odontoglossum ringspot virus,12238,1,small-virus,uniprot-complete,weak-blast-match,138661,Odontoglossum ringspot virus (isolate Korean Cy),http://www.uniprot.org/uniprot/?query=keyword%3A181+AND+organism%3A138661,2,2,4,
12242,Tobacco mosaic virus,12242; 12246,11,small-virus,uniprot-reference,weak-blast-match,12243,Tobacco mosaic virus (vulgare),http://www.uniprot.org/uniprot/?query=keyword%3A1185+AND+organism%3A12243,3,0,3,
12260,Bean pod mottle virus,31715; 12260,2,small-virus,uniprot-complete,weak-blast-match,31715,Bean-pod mottle virus (strain Kentucky G7),http://www.uniprot.org/uniprot/?query=keyword%3A181+AND+organism%3A31715,2,0,2,
12264,Cowpea mosaic virus,12264,2,small-virus,uniprot-reference,weak-blast-match,928299,Cowpea mosaic virus strain SB,http://www.uniprot.org/uniprot/?query=keyword%3A1185+AND+organism%3A928299,2,3,5,
12287,Flock house virus,12287,1,small-virus,genbank,weak-blast-match,12287,Flock house virus,http://www.ncbi.nlm.nih.gov/genome/?term=txid12287[Organism:noexp],0,4,4,
12305,Cucumber mosaic virus (cucumber mosaic cucumovirus),12305,3,small-virus,uniprot-reference,weak-blast-match,12307,Cucumber mosaic virus (strain FNY),http://www.uniprot.org/uniprot/?query=keyword%3A1185+AND+organism%3A12307,5,0,5,
12321,Alfalfa mosaic virus,12321,1,small-virus,uniprot-reference,weak-blast-match,12322,Alfalfa mosaic virus (strain 425 / isolate Leiden),http://www.uniprot.org/uniprot/?query=keyword%3A1185+AND+organism%3A12322,4,0,4,
12340,Enterobacteria phage 933J,12340,1,small-virus,uniprot-misc,weak-blast-match,12340,Enterobacteria phage 933J,http://www.uniprot.org/uniprot/?query=taxonomy%3A12340,0,2,2,
12455,Borna disease virus,12455,10,small-virus,uniprot-reference,weak-blast-match,928296,Borna disease virus-V,http://www.uniprot.org/uniprot/?query=keyword%3A1185+AND+organism%3A928296,5,0,5,
12461,Hepatitis E virus,12461; 33774; 31767; 31768; 509628; 63421,39,small-virus,uniprot-reference,weak-blast-match,652674,Hepatitis E virus isolate Hetian,http://www.uniprot.org/uniprot/?query=keyword%3A1185+AND+organism%3A652674,3,0,3,
12475,Hepatitis delta virus,31764; 10422; 10423; 10426; 12475,16,small-virus,uniprot-reference,weak-blast-match,31762,Hepatitis delta virus (ISOLATE D380),http://www.uniprot.org/uniprot/?query=keyword%3A1185+AND+organism%3A31762,2,0,2,
12480,African green monkey polyomavirus,10574,1,small-virus,genbank,weak-blast-match,12480,African green monkey polyomavirus,http://www.ncbi.nlm.nih.gov/genome/?term=txid12480[Organism:noexp],0,5,5,
12506,Dobrava-Belgrade virus,12506,5,small-virus,genbank,weak-blast-match,12506,Dobrava-Belgrade virus,http://www.ncbi.nlm.nih.gov/genome/?term=txid12506[Organism:noexp],0,3,3,
12618,Chicken anemia virus,73475,1,small-virus,uniprot-reference,weak-blast-match,73475,Chicken anemia virus Cuxhaven-1/Germany,http://www.uniprot.org/uniprot/?query=keyword%3A1185+AND+organism%3A73475,3,0,3,
12637,Dengue virus,408871; 408685; 11053; 33741; 408686; 408687; 408688; 408689; 11057; 408690; 31634; 408691; 11059; 31635; 408692; 11060; 31636; 408693; 408694; 11062; 11063; 11064; 11065; 11066; 11067; 11068; 12637; 11069; 11070,532,small-virus,uniprot-reference,weak-blast-match,11059,Dengue virus 1 Nauru/West Pac/1974,http://www.uniprot.org/uniprot/?query=keyword%3A1185+AND+organism%3A11059,1,0,1,
12639,Duck hepatitis B virus,489543; 12639,10,small-virus,uniprot-reference,weak-blast-match,644639,Duck hepatitis B virus isolate DHBVQCA34,http://www.uniprot.org/uniprot/?query=keyword%3A1185+AND+organism%3A644639,4,0,4,
12643,Ectromelia virus,12643,8,large-virus,genbank,name-match,12643,Ectromelia virus,http://www.ncbi.nlm.nih.gov/genome/?term=txid12643[Organism:noexp],0,173,173,
12657,Equid herpesvirus 2 (Equine herpesvirus 2),12657,1,large-virus,uniprot-reference,name-match,82831,Equid herpesvirus type 2 strain 86/87,http://www.uniprot.org/uniprot/?query=keyword%3A1185+AND+organism%3A82831,76,1,77,
12730,Human parainfluenza virus 1,36412,1,large-virus,genbank,name-match,12730,Human parainfluenza virus 1,http://www.ncbi.nlm.nih.gov/genome/?term=txid12730[Organism:noexp],0,160,160,
12814,Respiratory syncytial virus,12814,12,small-virus,genbank,weak-blast-match,12814,Respiratory syncytial virus,http://www.ncbi.nlm.nih.gov/genome/?term=txid12814[Organism:noexp],0,10,10,
12990,Carpinus betulus (European hornbeam),12990,2,other-eukaryote,iuis,strong-blast-match,12990,Carpinus betulus (European hornbeam),http://iedb.org/IUISProteome_12990,1,0,1,
13101,Juniperus ashei (Ashe juniper),13101,2,other-eukaryote,iuis,strong-blast-match,13101,Juniperus ashei (Ashe juniper),http://iedb.org/IUISProteome_13101,3,0,3,
13187,Parietaria officinalis,13187,2,other-eukaryote,uniprot-misc,strong-blast-match,13187,Parietaria officinalis,http://www.uniprot.org/uniprot/?query=taxonomy%3A13187,0,3,3,
13286,Theromyzon tessulatum,13286,1,other-eukaryote,uniprot-misc,strong-blast-match,13286,Theromyzon tessulatum,http://www.uniprot.org/uniprot/?query=taxonomy%3A13286,12,14,26,
13373,Burkholderia mallei,320388; 320390; 334802; 334803; 412022; 243160; 13373,166,bacterium,uniprot-complete,strong-blast-match,243160,Burkholderia mallei ATCC 23344,http://www.uniprot.org/uniprot/?query=keyword%3A181+AND+organism%3A243160,462,4335,4797,
13415,Chamaecyparis obtusa,13415,4,other-eukaryote,iuis,strong-blast-match,13415,Chamaecyparis obtusa,http://iedb.org/IUISProteome_13415,2,0,2,
13451,Corylus avellana (European hazelnut),13451,7,other-eukaryote,iuis,strong-blast-match,13451,Corylus avellana (European hazelnut),http://iedb.org/IUISProteome_13451,1,8,9,
13469,Cupressus sempervirens,13469,3,other-eukaryote,iuis,strong-blast-match,13469,Cupressus sempervirens,http://iedb.org/IUISProteome_13469,0,2,2,
13557,Hapalemur griseus (bamboo lemur),13557,1,vertebrate,uniprot-misc,bcell-classifier,13557,Hapalemur griseus (bamboo lemur),http://www.uniprot.org/uniprot/?query=taxonomy%3A13557,5,98,103,
13616,Monodelphis domestica (gray short-tailed opossum),13616,2,vertebrate,uniprot-reference,bcell-classifier,13616,Monodelphis domestica (gray short-tailed opossum),http://www.uniprot.org/uniprot/?query=keyword%3A1185+AND+organism%3A13616,43,21526,21569,
13618,Myrmecia pilosula (Australian jumper ant),13618,1,other-eukaryote,iuis,strong-blast-match,13618,Myrmecia pilosula (Australian jumper ant),http://iedb.org/IUISProteome_13618,3,0,3,
15368,Brachypodium distachyon (purple false brome),15368,1,other-eukaryote,uniprot-reference,strong-blast-match,15368,Brachypodium distachyon (purple false brome),http://www.uniprot.org/uniprot/?query=keyword%3A1185+AND+organism%3A15368,35,29923,29958,
15957,Phleum pratense (timothy grass),15957,179,other-eukaryote,iuis,strong-blast-match,15957,Phleum pratense (timothy grass),http://iedb.org/IUISProteome_15957,5,4,9,
16719,Juglans nigra (black walnut),16719,2,other-eukaryote,iuis,strong-blast-match,16719,Juglans nigra (black walnut),http://iedb.org/IUISProteome_16719,0,2,2,
21020,Castanea sativa (European chestnut),21020,1,other-eukaryote,iuis,strong-blast-match,21020,Castanea sativa (European chestnut),http://iedb.org/IUISProteome_21020,0,2,2,
27505,Polistes annularis,27505,1,other-eukaryote,iuis,strong-blast-match,27505,Polistes annularis,http://iedb.org/IUISProteome_27505,3,0,3,
27990,Plasmodium vivax-like sp.,27990,1,other-eukaryote,uniprot-misc,strong-blast-match,27990,Plasmodium vivax-like sp.,http://www.uniprot.org/uniprot/?query=taxonomy%3A27990,0,1,1,
28038,Lactobacillus curvatus,28038,1,bacterium,uniprot-complete,strong-blast-match,1293592,Lactobacillus curvatus JCM 1096 = DSM 20019 (Lactobacillus curvatus DSM 20019 = JCM 1096),http://www.uniprot.org/uniprot/?query=keyword%3A181+AND+organism%3A1293592,0,1770,1770,
28049,Acidothermus cellulolyticus (Acidithermus cellulolyticus),351607,2,bacterium,metaproteome,strong-blast-match,28049,Acidothermus cellulolyticus (Acidithermus cellulolyticus),http://iedb.org/metaproteome/28049,213,1944,2157,
28080,Campylobacter upsaliensis,306264,1,bacterium,uniprot-complete,strong-blast-match,306264,Campylobacter upsaliensis RM3195,http://www.uniprot.org/uniprot/?query=keyword%3A181+AND+organism%3A306264,0,1919,1919,
28108,Alteromonas macleodii,529120,1,bacterium,metaproteome,strong-blast-match,28108,Alteromonas macleodii,http://iedb.org/metaproteome/28108,0,3752,3752,
28112,Tannerella forsythia,28112,1,bacterium,metaproteome,strong-blast-match,28112,Tannerella forsythia,http://iedb.org/metaproteome/28112,1,2977,2978,
28130,Prevotella disiens,28130,1,bacterium,metaproteome,strong-blast-match,28130,Prevotella disiens,http://iedb.org/metaproteome/28130,0,2556,2556,
28131,Prevotella intermedia,28131,2,bacterium,metaproteome,strong-blast-match,28131,Prevotella intermedia,http://iedb.org/metaproteome/28131,0,2252,2252,
28151,Serratia proteamaculans,28151,1,bacterium,metaproteome,strong-blast-match,28151,Serratia proteamaculans,http://iedb.org/metaproteome/28151,670,4260,4930,
28152,Yersinia kristensenii,28152,1,bacterium,uniprot-complete,strong-blast-match,28152,Yersinia kristensenii,http://www.uniprot.org/uniprot/?query=keyword%3A181+AND+organism%3A28152,0,3909,3909,
28227,Mycoplasma penetrans,28227; 272633,3,bacterium,metaproteome,strong-blast-match,28227,Mycoplasma penetrans,http://iedb.org/metaproteome/28227,193,835,1028,
28295,Porcine epidemic diarrhea virus,28295,4,small-virus,uniprot-complete,weak-blast-match,229032,Porcine epidemic diarrhea virus CV777,http://www.uniprot.org/uniprot/?query=keyword%3A181+AND+organism%3A229032,7,0,7,
28300,Heron hepatitis B virus,28300,1,small-virus,uniprot-complete,weak-blast-match,28300,Heron hepatitis B virus,http://www.uniprot.org/uniprot/?query=keyword%3A181+AND+organism%3A28300,4,0,4,
28327,Murine rotavirus,28327,3,large-virus,uniprot-misc,name-match,28327,Murine rotavirus,http://www.uniprot.org/uniprot/?query=taxonomy%3A28327,0,41,41,
28344,Porcine reproductive and respiratory syndrome virus,11049; 28344; 288959,84,small-virus,uniprot-reference,weak-blast-match,11049,Lelystad virus,http://www.uniprot.org/uniprot/?query=keyword%3A1185+AND+organism%3A11049,9,0,9,
28368,Corynebacterium diphtheriae phage,28368,1,virus,,,,,,,,,storage/proteomes/.fasta (No such file or directory)
28375,Soil-borne wheat mosaic virus,28375,1,small-virus,uniprot-reference,weak-blast-match,652673,Soil-borne wheat mosaic virus strain Nebraska,http://www.uniprot.org/uniprot/?query=keyword%3A1185+AND+organism%3A652673,5,0,5,
28448,Komagataeibacter xylinus,28448,1,bacterium,metaproteome,strong-blast-match,28448,Komagataeibacter xylinus,http://iedb.org/metaproteome/28448,0,3565,3565,
28450,Burkholderia pseudomallei,28450; 357348; 331109; 441158; 441159; 441160; 331978; 425067; 272560; 320372; 320373; 360118; 320374,95,bacterium,metaproteome,strong-blast-match,28450,Burkholderia pseudomallei,http://iedb.org/metaproteome/28450,495,5226,5721,
28479,Phalaris aquatica (canary grass),28479,3,other-eukaryote,iuis,strong-blast-match,28479,Phalaris aquatica (canary grass),http://iedb.org/IUISProteome_28479,2,0,2,
28869,Ovine respiratory syncytial virus,79699,1,small-virus,uniprot-misc,weak-blast-match,28869,Ovine respiratory syncytial virus,http://www.uniprot.org/uniprot/?query=taxonomy%3A28869,7,2,9,
28871,Taterapox virus,28871,3,large-virus,genbank,name-match,28871,Taterapox virus,http://www.ncbi.nlm.nih.gov/genome/?term=txid28871[Organism:noexp],0,225,225,
28873,Camelpox virus,203172; 203173; 203174; 28873,65,large-virus,genbank,name-match,28873,Camelpox virus,http://www.ncbi.nlm.nih.gov/genome/?term=txid28873[Organism:noexp],0,211,211,
28875,Rotavirus A,94432; 72132; 35333; 450149; 10950; 42567; 10952; 10922; 28875; 10923; 31563; 73036; 10925; 10927; 36432; 10960; 37137; 31569; 10930; 10962; 195700; 10934; 408599; 36439; 10969; 444186; 10941,80,small-virus,uniprot-reference,weak-blast-match,450149,Simian rotavirus A/SA11-H96,http://www.uniprot.org/uniprot/?query=keyword%3A1185+AND+organism%3A450149,12,0,12,
28901,Salmonella enterica,85569; 90370; 321314; 149539; 90371; 439843; 59203; 28901; 59205; 1016998; 439847; 119912; 423368; 41514; 209261; 28142; 554290; 54388; 596; 220341; 216597; 440534; 295319; 99287; 98360; 497976; 48409; 497977; 605; 286783,440,bacterium,metaproteome,strong-blast-match,28901,Salmonella enterica,http://iedb.org/metaproteome/28901,1773,2832,4605,
28903,Mycoplasma bovis,28903,4,bacterium,uniprot-complete,strong-blast-match,289397,Mycoplasma bovis PG45,http://www.uniprot.org/uniprot/?query=keyword%3A181+AND+organism%3A289397,1,741,742,
28909,Cynodon dactylon (Bermuda grass),28909,11,other-eukaryote,iuis,strong-blast-match,28909,Cynodon dactylon (Bermuda grass),http://iedb.org/IUISProteome_28909,3,3,6,
29176,Neospora caninum,29176,1,other-eukaryote,uniprot-reference,strong-blast-match,572307,Neospora caninum Liverpool,http://www.uniprot.org/uniprot/?query=keyword%3A1185+AND+organism%3A572307,0,7111,7111,
29271,Dasheen mosaic virus,29271,1,small-virus,genbank,weak-blast-match,29271,Dasheen mosaic virus,http://www.ncbi.nlm.nih.gov/genome/?term=txid29271[Organism:noexp],0,2,2,
29292,Pyrococcus abyssi,272844,1,archeobacterium,metaproteome,strong-blast-match,29292,Pyrococcus abyssi,http://iedb.org/metaproteome/29292,477,1311,1788,
29320,Paenarthrobacter nicotinovorans (Arthrobacter nicotinivorans),29320,1,bacterium,genbank,strong-blast-match,29320,Paenarthrobacter nicotinovorans (Arthrobacter nicotinivorans),http://www.ncbi.nlm.nih.gov/genome/?term=txid29320[Organism:noexp],0,6726,6726,
29362,[Clostridium] papyrosolvens,588581; 29362,2,bacterium,uniprot-complete,strong-blast-match,588581,[Clostridium] papyrosolvens DSM 2782,http://www.uniprot.org/uniprot/?query=keyword%3A181+AND+organism%3A588581,0,4166,4166,
29371,[Clostridium] termitidis,29371,1,bacterium,metaproteome,strong-blast-match,29371,[Clostridium] termitidis,http://iedb.org/metaproteome/29371,0,5302,5302,
29388,Staphylococcus capitis,29388,1,bacterium,,,,,,,,,storage/proteomes/uniprot/complete/553212.fasta (No such file or directory)
29438,Pseudomonas savastanoi,264730,1,bacterium,uniprot-complete,strong-blast-match,360921,Pseudomonas savastanoi pv. nerii,http://www.uniprot.org/uniprot/?query=keyword%3A181+AND+organism%3A360921,0,6810,6810,
29442,Pseudomonas tolaasii,29442,2,bacterium,genbank,strong-blast-match,1030145,Pseudomonas tolaasii PMS117,http://www.ncbi.nlm.nih.gov/genome/?term=txid1030145[Organism:noexp],0,9404,9404,
29447,Xanthomonas albilineans,29447,1,bacterium,metaproteome,strong-blast-match,29447,Xanthomonas albilineans,http://iedb.org/metaproteome/29447,0,3190,3190,
29459,Brucella melitensis,546272; 1029825; 520464; 224914; 29459,153,bacterium,uniprot-complete,strong-blast-match,224914,Brucella melitensis bv. 1 str. 16M,http://www.uniprot.org/uniprot/?query=keyword%3A181+AND+organism%3A224914,573,2605,3178,
29461,Brucella suis (Brucella melitensis bv. Suis),204722; 29461; 470137,73,bacterium,uniprot-complete,strong-blast-match,204722,Brucella suis 1330,http://www.uniprot.org/uniprot/?query=keyword%3A181+AND+organism%3A204722,576,2701,3277,
29484,Yersinia frederiksenii,349966,3,bacterium,uniprot-complete,strong-blast-match,349966,Yersinia frederiksenii ATCC 33641,http://www.uniprot.org/uniprot/?query=keyword%3A181+AND+organism%3A349966,0,4354,4354,
29497,Vibrio splendidus,314291,2,bacterium,uniprot-complete,strong-blast-match,314291,Vibrio splendidus 12B01,http://www.uniprot.org/uniprot/?query=keyword%3A181+AND+organism%3A314291,0,5205,5205,
29507,Leptospira kirschneri,29507,1,bacterium,uniprot-complete,strong-blast-match,437752,Leptospira kirschneri serovar Mozdok,http://www.uniprot.org/uniprot/?query=keyword%3A181+AND+organism%3A437752,0,3602,3602,
29518,Borreliella afzelii,29518; 390236,4,bacterium,uniprot-complete,strong-blast-match,390236,Borrelia afzelii PKo,http://www.uniprot.org/uniprot/?query=keyword%3A181+AND+organism%3A390236,191,1504,1695,
29519,Borreliella garinii,1081646; 29519,5,bacterium,uniprot-complete,strong-blast-match,1081646,Borrelia garinii BgVir,http://www.uniprot.org/uniprot/?query=keyword%3A181+AND+organism%3A1081646,0,956,956,
29543,Pelobacter propionicus,338966,2,bacterium,metaproteome,strong-blast-match,29543,Pelobacter propionicus,http://iedb.org/metaproteome/29543,278,3416,3694,
29661,Anthoxanthum odoratum,29661,2,other-eukaryote,iuis,strong-blast-match,29661,Anthoxanthum odoratum,http://iedb.org/IUISProteome_29661,0,1,1,
29679,Holcus lanatus (velvet grass),29679,2,other-eukaryote,iuis,strong-blast-match,29679,Holcus lanatus (velvet grass),http://iedb.org/IUISProteome_29679,1,1,2,
29715,Ambrosia psilostachya,29715,4,other-eukaryote,iuis,strong-blast-match,29715,Ambrosia psilostachya,http://iedb.org/IUISProteome_29715,1,0,1,
29760,Vitis vinifera (wine grape),29760,1,other-eukaryote,uniprot-reference,strong-blast-match,29760,Vitis vinifera (wine grape),http://www.uniprot.org/uniprot/?query=keyword%3A1185+AND+organism%3A29760,116,29720,29836,
29780,Mangifera indica (mango),29780,1,other-eukaryote,uniprot-misc,strong-blast-match,29780,Mangifera indica (mango),http://www.uniprot.org/uniprot/?query=taxonomy%3A29780,1,189,190,
29918,Cladosporium herbarum,29918,9,other-eukaryote,iuis,strong-blast-match,29918,Cladosporium herbarum,http://iedb.org/IUISProteome_29918,6,0,6,
29960,Fenneropenaeus indicus,29960,1,other-eukaryote,uniprot-misc,strong-blast-match,29960,Fenneropenaeus indicus,http://www.uniprot.org/uniprot/?query=taxonomy%3A29960,0,73,73,
30211,Vespula flavopilosa,30211,1,other-eukaryote,iuis,strong-blast-match,30211,Vespula flavopilosa,http://iedb.org/IUISProteome_30211,1,0,1,
30215,Vespula vidua,30215,1,other-eukaryote,iuis,strong-blast-match,30215,Vespula vidua,http://iedb.org/IUISProteome_30215,1,0,1,
30538,Vicugna pacos (alpaca),30538,9,vertebrate,genbank,bcell-classifier,30538,Vicugna pacos (alpaca),http://www.ncbi.nlm.nih.gov/genome/?term=txid30538[Organism:noexp],0,13,13,
31276,Perkinsus marinus,423536,1,other-eukaryote,uniprot-reference,strong-blast-match,423536,Perkinsus marinus ATCC 50983,http://www.uniprot.org/uniprot/?query=keyword%3A1185+AND+organism%3A423536,0,23114,23114,
31330,Ephydatia fluviatilis,31330,1,other-eukaryote,uniprot-misc,strong-blast-match,31330,Ephydatia fluviatilis,http://www.uniprot.org/uniprot/?query=taxonomy%3A31330,0,106,106,
31604,Peste-des-petits-ruminants virus,31604,7,small-virus,genbank,weak-blast-match,31604,Peste-des-petits-ruminants virus,http://www.ncbi.nlm.nih.gov/genome/?term=txid31604[Organism:noexp],0,8,8,
31721,Beet necrotic yellow vein virus,31721,2,small-virus,uniprot-reference,weak-blast-match,652670,Beet necrotic yellow vein virus S,http://www.uniprot.org/uniprot/?query=keyword%3A1185+AND+organism%3A652670,9,0,9,
32025,Helicobacter hepaticus,235279,2,bacterium,metaproteome,strong-blast-match,32025,Helicobacter hepaticus,http://iedb.org/metaproteome/32025,320,1552,1872,
32049,Synechococcus sp. PCC 7002,32049,1,bacterium,metaproteome,strong-blast-match,32049,Synechococcus sp. PCC 7002,http://iedb.org/metaproteome/32049,321,2858,3179,
32201,Carya illinoinensis (pecan),32201,1,other-eukaryote,iuis,strong-blast-match,32201,Carya illinoinensis (pecan),http://iedb.org/IUISProteome_32201,0,2,2,
32278,Metapenaeus ensis,32278,1,other-eukaryote,iuis,strong-blast-match,32278,Metapenaeus ensis,http://iedb.org/IUISProteome_32278,1,0,1,
32544,Dasyuroides byrnei (kowari),32544,1,vertebrate,uniprot-misc,bcell-classifier,32544,Dasyuroides byrnei (kowari),http://www.uniprot.org/uniprot/?query=taxonomy%3A32544,2,27,29,
32603,Human herpesvirus 6A,10369; 10370; 32603,13,large-virus,uniprot-reference,name-match,10370,Human herpesvirus 6 (strain Uganda-1102),http://www.uniprot.org/uniprot/?query=keyword%3A1185+AND+organism%3A10370,100,3,103,
32604,Human herpesvirus 6B,32604; 36351,83,large-virus,uniprot-reference,name-match,36351,Human herpesvirus 6 strain Z29,http://www.uniprot.org/uniprot/?query=keyword%3A1185+AND+organism%3A36351,97,0,97,
32630,synthetic construct,32630,401,artificial,,,,,,,,,storage/proteomes/.fasta (No such file or directory)
32644,Unidentified,32644,8,unidentified,,,,,,,,,storage/proteomes/.fasta (No such file or directory)
33060,Yersinia mollaretii,349967,3,bacterium,uniprot-complete,strong-blast-match,349967,Yersinia mollaretii ATCC 43969,http://www.uniprot.org/uniprot/?query=keyword%3A181+AND+organism%3A349967,0,4000,4000,
33127,Parietaria judaica,33127,7,other-eukaryote,iuis,strong-blast-match,33127,Parietaria judaica,http://iedb.org/IUISProteome_33127,3,1,4,
33178,Aspergillus terreus,341663,1,other-eukaryote,uniprot-reference,strong-blast-match,341663,Aspergillus terreus NIH2624 (Aspergillus terreus FGSC A1156),http://www.uniprot.org/uniprot/?query=keyword%3A1185+AND+organism%3A341663,327,10089,10416,
33706,Caviid herpesvirus 2,33706,3,large-virus,genbank,name-match,33706,Caviid herpesvirus 2,http://www.ncbi.nlm.nih.gov/genome/?term=txid33706[Organism:noexp],0,110,110,
33708,Murid herpesvirus 4 (Murine herpesvirus 68),338561; 33708,52,large-virus,genbank,name-match,33708,Murid herpesvirus 4 (Murine herpesvirus 68),http://www.ncbi.nlm.nih.gov/genome/?term=txid33708[Organism:noexp],0,74,74,
33743,Kyasanur forest disease virus,172148,1,small-virus,genbank,weak-blast-match,172148,Alkhumra hemorrhagic fever virus,http://www.ncbi.nlm.nih.gov/genome/?term=txid172148[Organism:noexp],0,1,1,
33894,Mycobacterium africanum,611304,134,bacterium,,,,,,,,,storage/proteomes/uniprot/complete/1354175.fasta (No such file or directory)
33934,Anoxybacillus flavithermus,33934,1,bacterium,metaproteome,strong-blast-match,33934,Anoxybacillus flavithermus,http://iedb.org/metaproteome/33934,228,2591,2819,
33940,Geobacillus thermodenitrificans,420246,2,bacterium,uniprot-complete,strong-blast-match,420246,Geobacillus thermodenitrificans NG80-2,http://www.uniprot.org/uniprot/?query=keyword%3A181+AND+organism%3A420246,414,3010,3424,
33990,Rickettsia bellii,336407; 391896,12,bacterium,uniprot-complete,strong-blast-match,1359194,Rickettsia bellii str. RML Mogi,http://www.uniprot.org/uniprot/?query=keyword%3A181+AND+organism%3A1359194,0,1616,1616,
34245,Zinnia violacea (garden zinnia),34245,1,other-eukaryote,uniprot-misc,strong-blast-match,34245,Zinnia violacea (garden zinnia),http://www.uniprot.org/uniprot/?query=taxonomy%3A34245,14,113,127,
34631,Rhipicephalus appendiculatus,34631,1,other-eukaryote,uniprot-misc,strong-blast-match,34631,Rhipicephalus appendiculatus,http://www.uniprot.org/uniprot/?query=taxonomy%3A34631,4,65,69,
34632,Rhipicephalus sanguineus (brown dog tick),34632,1,other-eukaryote,uniprot-misc,strong-blast-match,34632,Rhipicephalus sanguineus (brown dog tick),http://www.uniprot.org/uniprot/?query=taxonomy%3A34632,19,265,284,
34862,Otospermophilus beecheyi (California ground squirrel),34862,1,vertebrate,uniprot-misc,bcell-classifier,34862,Otospermophilus beecheyi (California ground squirrel),http://www.uniprot.org/uniprot/?query=taxonomy%3A34862,5,150,155,
35241,Lactococcus phage Tuc2009,35241,2,large-virus,uniprot-complete,name-match,35241,Lactococcus phage Tuc2009,http://www.uniprot.org/uniprot/?query=keyword%3A181+AND+organism%3A35241,0,56,56,
35244,Bovine herpesvirus 5,35244,2,large-virus,genbank,name-match,35244,Bovine herpesvirus 5,http://www.ncbi.nlm.nih.gov/genome/?term=txid35244[Organism:noexp],0,70,70,
35258,Lambdapapillomavirus 2,35258,2,small-virus,uniprot-reference,weak-blast-match,766192,Canine oral papillomavirus (strain Y62),http://www.uniprot.org/uniprot/?query=keyword%3A1185+AND+organism%3A766192,7,0,7,
35269,Woodchuck hepatitis virus,10432; 10433; 35269; 341946; 10430,10,small-virus,uniprot-complete,weak-blast-match,10432,Woodchuck hepatitis virus 7,http://www.uniprot.org/uniprot/?query=keyword%3A181+AND+organism%3A10432,5,0,5,
35275,Murine endogenous retrovirus,35275,1,virus,,,,,,,,,storage/proteomes/.fasta (No such file or directory)
35288,Grapevine virus A,35288,1,small-virus,uniprot-reference,weak-blast-match,651358,Grapevine virus A isolate Is 151,http://www.uniprot.org/uniprot/?query=keyword%3A1185+AND+organism%3A651358,5,0,5,
35297,Striped Jack nervous necrosis virus,35297,1,small-virus,uniprot-reference,weak-blast-match,35297,Striped Jack nervous necrosis virus,http://www.uniprot.org/uniprot/?query=keyword%3A1185+AND+organism%3A35297,3,0,3,
35305,California encephalitis virus,35305; 11577; 11578,3,small-virus,uniprot-reference,weak-blast-match,796210,La Crosse virus L78,http://www.uniprot.org/uniprot/?query=keyword%3A1185+AND+organism%3A796210,4,0,4,
35321,El Moro Canyon virus,35321,1,large-virus,uniprot-misc,name-match,35321,El Moro Canyon virus,http://www.uniprot.org/uniprot/?query=taxonomy%3A35321,0,33,33,
35345,Lactococcus phage TP901-1,35345,1,large-virus,genbank,name-match,35345,Lactococcus phage TP901-1,http://www.ncbi.nlm.nih.gov/genome/?term=txid35345[Organism:noexp],0,56,56,
35670,Naja naja (Indian cobra),35670,2,vertebrate,uniprot-misc,bcell-classifier,35670,Naja naja (Indian cobra),http://www.uniprot.org/uniprot/?query=taxonomy%3A35670,33,39,72,
