Species Key	Species ID	Species Label	Active Taxa	Group
9685-Felis-catus-cat	9685	Felis catus (cat)	9685	vertebrate
9755-Physeter-catodon-sperm-whale	9755	Physeter catodon (sperm whale)	9755	vertebrate
9796-Equus-caballus-domestic-horse	9796	Equus caballus (domestic horse)	9796	vertebrate
9798-Equus-przewalskii-Przewalski-horse	9798	Equus przewalskii (Przewalski horse)	9798	vertebrate
9823-Sus-scrofa-pig	9823	Sus scrofa (pig)	9823, 9825, 10001097, 10000187	vertebrate
9844-Lama-glama-llama	9844	Lama glama (llama)	9844	vertebrate
9860-Cervus-elaphus-red-deer	9860	Cervus elaphus (red deer)	9860	vertebrate
9874-Odocoileus-virginianus-white-tailed-deer	9874	Odocoileus virginianus (white-tailed deer)	9874	vertebrate
9913-Bos-taurus-bovine	9913	Bos taurus (bovine)	9913	vertebrate
9925-Capra-hircus-domestic-goat	9925	Capra hircus (domestic goat)	9925	vertebrate
9940-Ovis-aries-domestic-sheep	9940	Ovis aries (domestic sheep)	9940	vertebrate
9978-Ochotona-princeps-American-pika	9978	Ochotona princeps (American pika)	9978	vertebrate
9986-Oryctolagus-cuniculus-rabbit	9986	Oryctolagus cuniculus (rabbit)	9986	vertebrate
10029-Cricetulus-griseus-Chinese-hamster	10029	Cricetulus griseus (Chinese hamster)	10029	vertebrate
10036-Mesocricetus-auratus-Syrian-golden-hamster	10036	Mesocricetus auratus (Syrian golden hamster)	10036	vertebrate
10042-Peromyscus-maniculatus-North-American-deer-mouse	10042	Peromyscus maniculatus (North American deer mouse)	10042	vertebrate
10090-Mus-musculus-mouse	10090	Mus musculus (mouse)	10000000, 39442, 10092, 57486, 10000067, 10001019, 10000632, 10000225, 10000055, 10090	vertebrate
10116-Rattus-norvegicus-Norway-rat	10116	Rattus norvegicus (Norway rat)	10001412, 10116, 10000662, 10001133	vertebrate
10141-Cavia-porcellus-guinea-pig	10141	Cavia porcellus (guinea pig)	10141	vertebrate
10224-Saccoglossus-kowalevskii	10224	Saccoglossus kowalevskii	10224	other-eukaryote
10243-Cowpox-virus	10243	Cowpox virus	10000571, 265872, 10243	virus
10244-Monkeypox-virus-monkey-pox-virus	10244	Monkeypox virus (monkey pox virus)	10244, 10000386	virus
10245-Vaccinia-virus-vaccinia-virus-VV	10245	Vaccinia virus (vaccinia virus VV)	10249, 10001973, 10245, 32605, 10001027, 31531, 10247, 10253, 201444, 10248, 126794, 10000388, 10251, 397342, 10254, 502057, 696871, 32606, 332193, 467144	virus
10255-Variola-virus-small-pox-virus	10255	Variola virus (small pox virus)	12870, 53258, 10255, 10000390, 587200	virus
10258-Orf-virus-Contagious-pustular-dermatitis-virus	10258	Orf virus (Contagious pustular dermatitis virus)	10258, 75325	virus
10261-Fowlpox-virus-Avipoxvirus-clade-A1	10261	Fowlpox virus (Avipoxvirus clade A1)	10261, 928301	virus
10273-Myxoma-virus-myxoma-virus-MYX	10273	Myxoma virus (myxoma virus MYX)	10273	virus
10276-Swinepox-virus	10276	Swinepox virus	10276	virus
10298-Human-herpesvirus-1	10298	Human herpesvirus 1	10000394, 10306, 10299, 10301, 10000396, 10303, 10308, 10298, 10304, 37107, 10000398, 10309	virus
10310-Human-herpesvirus-2	10310	Human herpesvirus 2	10312, 10313, 10310, 10315	virus
10325-Macacine-alphaherpesvirus-1-Cercopithecid-herpesvirus-1	10325	Macacine alphaherpesvirus 1 (Cercopithecid herpesvirus 1)	260965, 10325	virus
10326-Equid-alphaherpesvirus-1-Equid-herpesvirus-1	10326	Equid alphaherpesvirus 1 (Equid herpesvirus 1)	10326	virus
10331-Equid-alphaherpesvirus-4-Equid-herpesvirus-4	10331	Equid alphaherpesvirus 4 (Equid herpesvirus 4)	10000405, 10331	virus
10335-Human-herpesvirus-3-Varicella-zoster-virus	10335	Human herpesvirus 3 (Varicella-zoster virus)	10000406, 10335, 341980, 10338	virus
10345-Suid-alphaherpesvirus-1-Alphaherpesvirus-pseudorabies-virus-PRV	10345	Suid alphaherpesvirus 1 (Alphaherpesvirus pseudorabies virus PRV)	10349, 33703, 10345	virus
10359-Human-herpesvirus-5-Human-cytomegalovirus	10359	Human herpesvirus 5 (Human cytomegalovirus)	10359, 10001627, 10360, 10363, 311339, 295027, 10000408	virus
10366-Murid-betaherpesvirus-1-Mouse-cytomegalovirus-1	10366	Murid betaherpesvirus 1 (Mouse cytomegalovirus 1)	10366, 10000412, 69156, 10001396, 524651, 10000411, 10000414, 10000413, 10367	virus
10368-Human-betaherpesvirus-6-Herpesvirus-type-6	10368	Human betaherpesvirus 6 (Herpesvirus type 6)	10368	virus
10372-Human-betaherpesvirus-7-Herpes-simplex-virus-7	10372	Human betaherpesvirus 7 (Herpes simplex virus 7)	57278, 10372	virus
10373-Macaca-mulatta-cytomegalovirus	10373	Macaca mulatta cytomegalovirus	10373	virus
10376-Human-herpesvirus-4-Epstein-Barr-virus	10376	Human herpesvirus 4 (Epstein Barr virus)	10000421, 10000424, 31525, 36352, 10000427, 12509, 10377, 10378, 10000429, 10000420, 82830, 10376	virus
10381-Saimiriine-gammaherpesvirus-2-Herpesvirus-saimiri	10381	Saimiriine gammaherpesvirus 2 (Herpesvirus saimiri)	10381	virus
10390-Gallid-alphaherpesvirus-2-Gallid-herpesvirus-2	10390	Gallid alphaherpesvirus 2 (Gallid herpesvirus 2)	33707, 10390, 10002410	virus
10407-Hepatitis-B-virus-Human-hepatitis-B-virus	10407	Hepatitis B virus (Human hepatitis B virus)	489460, 482134, 10419, 10001156, 106821, 106820, 10418, 489469, 391646, 10000432, 10000437, 2764122, 10411, 45410, 10414, 10412, 10410, 391647, 10415, 10409, 480116, 10408, 10000431, 10000436, 391650, 489455, 490133, 10407, 2847137	virus
10493-Frog-virus-3-Frog-virus-3-iridovirus	10493	Frog virus 3 (Frog virus 3 iridovirus)	160691	virus
10497-African-swine-fever-virus-African-swine-fever-virus-ASF	10497	African swine fever virus (African swine fever virus ASF)	10497, 10002450, 10498, 10002870, 10002570, 10002502, 874269	virus
10537-Canine-mastadenovirus-A-Canine-adenovirus	10537	Canine mastadenovirus A (Canine adenovirus)	10514	virus
10561-Xipapillomavirus-1-Bovine-papillomavirus---3	10561	Xipapillomavirus 1 (Bovine papillomavirus - 3)	10562	virus
10566-Human-papillomavirus-Human-Papilloma-Virus	10566	Human papillomavirus (Human Papilloma Virus)	10566	virus
10623-Kappapapillomavirus-2-Cottontail-rabbit-SHOPE-PAPILLOMAVIRUS	10623	Kappapapillomavirus 2 (Cottontail rabbit (SHOPE) PAPILLOMAVIRUS)	10623	virus
10665-Tequatrovirus-T4-Escherichia-virus-T4	10665	Tequatrovirus T4 (Escherichia virus T4)	10665	virus
10678-Punavirus-P1-Escherichia-virus-P1	10678	Punavirus P1 (Escherichia virus P1)	10678	virus
10703-Corynephage-beta-Corynebacteriophage-beta	10703	Corynephage beta (Corynebacteriophage beta)	10703	virus
10710-Lambdavirus-lambda-Escherichia-virus-Lambda	10710	Lambdavirus lambda (Escherichia virus Lambda)	10710	virus
10754-Lederbergvirus-P22-Salmonella-virus-P22	10754	Lederbergvirus P22 (Salmonella virus P22)	10754	virus
10847-Sinsheimervirus-phiX174-Escherichia-virus-phiX174	10847	Sinsheimervirus phiX174 (Escherichia virus phiX174)	10847	virus
10864-Enterobacteria-phage-fd-Bacteriophage-fd	10864	Enterobacteria phage fd (Bacteriophage fd)	10864	virus
10879-Cystovirus-phi6-Pseudomonas-virus-phi6	10879	Cystovirus phi6 (Pseudomonas virus phi6)	10879	virus
10891-Reovirus-sp-Reovirus	10891	Reovirus sp. (Reovirus)	10891	virus
11021-Eastern-equine-encephalitis-virus-Eastern-equine-encephalomyelitis-virus	11021	Eastern equine encephalitis virus (Eastern equine encephalomyelitis virus)	11022, 10000439, 10002361, 11021	virus
11029-Ross-River-virus	11029	Ross River virus	11029, 11032	virus
11033-Semliki-Forest-virus	11033	Semliki Forest virus	11033	virus
11034-Sindbis-virus	11034	Sindbis virus	11034	virus
11036-Venezuelan-equine-encephalitis-virus-Venezuelan-equine-encephalitis-VEE	11036	Venezuelan equine encephalitis virus (Venezuelan equine encephalitis VEE)	11037, 11038, 11036	virus
11039-Western-equine-encephalitis-virus	11039	Western equine encephalitis virus	11039	virus
11080-Saint-Louis-encephalitis-virus-St-Louis-encephalitis-virus	11080	Saint Louis encephalitis virus (St. Louis encephalitis virus)	11081, 11080	virus
11084-Tick-borne-encephalitis-virus-FSME-virus	11084	Tick-borne encephalitis virus (FSME virus)	11084, 10000449, 11092, 11087	virus
11103-Hepatitis-C-virus	11103	Hepatitis C virus	31654, 356421, 42792, 420174, 357355, 356391, 11115, 40271, 356411, 31655, 31647, 10000968, 356413, 356419, 333284, 11108, 31649, 31650, 42182, 356416, 10000457, 329389, 10000453, 1053141, 356426, 11113, 11104, 41856, 356410, 33745, 33746, 2847144, 11110, 31645, 356114, 10000460, 11105, 63746, 10000458, 595609, 10000456, 11116, 31653, 356415, 356418, 10000455, 356417, 356386, 421877, 356424, 31644	virus
11137-Human-coronavirus-229E-Coronavirus-229E	11137	Human coronavirus 229E (Coronavirus 229E)	1739614, 11137, 10002665	virus
11191-Murine-respirovirus-Sendai-virus	11191	Murine respirovirus (Sendai virus)	11196, 11198, 11195, 302272, 11194	virus
11232-Canine-morbillivirus-Canine-distemper-virus	11232	Canine morbillivirus (Canine distemper virus)	11233	virus
11234-Measles-morbillivirus-Cell-associated-subacute-sclerosing-panencephalitis	11234	Measles morbillivirus (Cell-associated subacute sclerosing panencephalitis)	171264, 70146, 170529, 11234, 132487, 11236, 262307, 170525, 10000462, 11235, 70149	virus
11240-Phocine-morbillivirus-Phocine-distemper-virus	11240	Phocine morbillivirus (Phocine distemper virus)	10000463	virus
11241-Rinderpest-morbillivirus-Rinderpest-virus	11241	Rinderpest morbillivirus (Rinderpest virus)	11241, 10000465, 36409, 11243	virus
11263-Murine-orthopneumovirus-Murine-pneumonia-virus	11263	Murine orthopneumovirus (Murine pneumonia virus)	11263, 270473	virus
11269-Marburg-marburgvirus-Lake-Victoria-marburgvirus	11269	Marburg marburgvirus (Lake Victoria marburgvirus)	378809, 378830, 33727, 33728	virus
11276-Vesicular-stomatitis-virus-vesicular-stomatitis-virus-VSV	11276	Vesicular stomatitis virus (vesicular stomatitis virus VSV)	11276	virus
11292-Lyssavirus-rabies-Rabies-virus	11292	Lyssavirus rabies (Rabies virus)	11294, 11293, 103929, 11296, 10000470, 10000467, 11292, 11295, 10000471, 37132, 11298	virus
11318-Thogotovirus-dhoriense-Dhori-thogotovirus	11318	Thogotovirus dhoriense (Dhori thogotovirus)	11318	virus
11320-Influenza-A-virus	11320	Influenza A virus	370813, 402938, 573797, 177117, 644788, 384483, 352963, 10000550, 336207, 385576, 658578, 55532, 680692, 299733, 320306, 504697, 1346336, 10002580, 365080, 1314758, 387208, 225071, 370127, 476303, 380833, 616922, 162326, 154540, 203129, 11384, 380301, 768646, 400788, 384946, 680767, 380960, 380337, 479022, 382828, 529058, 393697, 504904, 449656, 533026, 10000865, 401372, 384495, 384527, 292590, 63106, 411662, 1663934, 402489, 742305, 514193, 887118, 682728, 384498, 383571, 332747, 207401, 203126, 327310, 383568, 383281, 404138, 387139, 137886, 255681, 170500, 370128, 445027, 1332244, 274829, 1481966, 464623, 444793, 680739, 352564, 165512, 333278, 472511, 996581, 936115, 223935, 335358, 185794, 119218, 249372, 165420, 370811, 382835, 380984, 79695, 1490471, 256045, 155917, 119215, 145306, 400830, 380836, 991335, 475493, 448058, 402518, 1176042, 388041, 282124, 260806, 228928, 354228, 387203, 387223, 10001317, 298716, 383578, 462695, 205954, 102796, 382848, 383550, 132783, 1088701, 1933916, 400810, 1395524, 371214, 415176, 519082, 183778, 380340, 205946, 1663996, 186460, 476294, 415166, 404573, 335337, 1413188, 335333, 299390, 522740, 62575, 355624, 384499, 461772, 385624, 225088, 380282, 381512, 183741, 385600, 1289562, 425551, 1081253, 177131, 480019, 332733, 279798, 444318, 380346, 400331, 215862, 447188, 514118, 119210, 562992, 404155, 642261, 378139, 762378, 518968, 177128, 1041990, 192535, 243678, 11448, 2026033, 62512, 284190, 760591, 153969, 1310532, 576142, 1470614, 10001680, 210655, 62596, 405050, 10001318, 196462, 1663864, 654811, 511839, 136474, 1727172, 404163, 427773, 387147, 137885, 385616, 578079, 11484, 380950, 655288, 402527, 137578, 947939, 365074, 329606, 130763, 380217, 173477, 385586, 1068705, 393902, 425557, 62488, 300748, 680785, 380951, 436004, 464314, 385640, 1122279, 380213, 1507381, 1654135, 385583, 1268360, 62503, 1342397, 2026007, 336238, 1481987, 383558, 357208, 291592, 380979, 1420840, 385630, 506282, 383574, 279797, 376721, 270945, 614035, 265120, 158306, 10002657, 415177, 384487, 387161, 317652, 164326, 415169, 641501, 352561, 384502, 274828, 647923, 1171336, 1318439, 300749, 382842, 10001157, 404408, 1342434, 383586, 342207, 236235, 680789, 464622, 352348, 216877, 266827, 380842, 342396, 389259, 504910, 1968303, 908203, 172149, 577543, 496036, 382813, 1129345, 404150, 342210, 644289, 155225, 82372, 273361, 393548, 647096, 357210, 426738, 342508, 673446, 334589, 380285, 382832, 370810, 385605, 365078, 404137, 2070132, 383531, 210656, 187164, 41857, 223932, 760063, 387239, 353253, 395842, 762400, 336794, 344598, 690988, 293055, 393486, 147095, 385617, 385599, 132504, 284177, 183783, 380343, 392810, 365129, 10001225, 155226, 383604, 510222, 327205, 214826, 253686, 89172, 754366, 453057, 62478, 155227, 223947, 211044, 352520, 381516, 62541, 220977, 351253, 198059, 1086859, 587884, 311596, 384500, 1447813, 322566, 10002384, 400828, 380982, 336800, 387207, 381518, 1403514, 402464, 62496, 11320, 680799, 191090, 387243, 366524, 385587, 568833, 284202, 1406946, 264513, 311169, 182781, 229051, 132841, 298713, 351277, 284218, 1395982, 387156, 357205, 932622, 562988, 304883, 38973, 387165, 62549, 421901, 311710, 380330, 10002561, 380284, 292039, 553345, 380210, 383561, 645724, 173473, 382781, 1481964, 383602, 95234, 683780, 383152, 382825, 36420, 97353, 306061, 253682, 210659, 215864, 415167, 680803, 135658, 168278, 373145, 1129347, 62559, 169166, 697610, 380299, 336092, 342145, 1331831, 430417, 270510, 535852, 11408, 95888, 1093545, 1184594, 383231, 255682, 538555, 392809, 680690, 407418, 432094, 97348, 1968304, 342137, 761251, 1144025, 221012, 93838, 645771, 648856, 641812, 299730, 311695, 119211, 327255, 515581, 264510, 311775, 270484, 384510, 393557, 364132, 107558, 293054, 385585, 327311, 715494, 130760, 145307, 411167, 155220, 411157, 224819, 632134, 641809, 342221, 225089, 10002244, 385580, 768647, 10001316, 1777792, 251297, 10002359, 2019571, 986174, 418868, 518922, 371082, 427890, 383577, 680729, 1451093, 135661, 192720, 441962, 680693, 89169, 558177, 385644, 499286, 380342, 380978, 480024, 10002273, 36418, 404152, 643212, 367120, 176672, 380339, 155222, 114727, 307819, 59375, 383603, 132734, 183764, 380985, 365417, 159471, 10002360, 446023, 142948, 300750, 1082519, 88776, 556277, 468968, 378131, 421472, 132884, 432070, 10002878, 231851, 402194, 334590, 197585, 286239, 128982, 284168, 359921, 83206, 657165, 384493, 322564, 102793, 329593, 197579, 10001315, 380332, 384484, 1321009, 392811, 715091, 414044, 416730, 447133, 488233, 169169, 680689, 384509, 161502, 170342, 352034, 383121, 352764, 223931, 292045, 1458555, 383028, 380964, 177188, 387213, 88103, 293090, 62564, 1330339, 10000477, 88104, 303316, 417758, 383566, 10002238, 506380, 155218, 915014, 192549, 381513, 383537, 1391655, 210663, 1184593, 506350, 225085, 284195, 415172, 381517, 266093, 566260, 1285028, 100835, 475478, 336205, 384505, 354235, 380905, 114729, 10000474, 488241, 353466, 383570, 762377, 435359, 642794, 1507390, 560463, 197589, 395841, 1163697, 10002090, 62446, 387191, 107493, 119220, 270490	virus
11520-Influenza-B-virus-Influenza-virus-type-B	11520	Influenza B virus (Influenza virus type B)	150127, 504664, 11541, 503386, 279329, 604436, 427826, 206203, 224964, 184816, 504662, 1077587, 416674, 11521, 504666, 518987, 171425, 256080, 10002345, 107404, 461739, 504660, 11550, 335812, 464417, 289338, 11520, 107406	virus
11552-Influenza-C-virus-Influenza-C-viruses	11552	Influenza C virus (Influenza C viruses)	374405, 11553, 11552, 224197	virus
11620-Lassa-mammarenavirus-Lassa-virus	11620	Lassa mammarenavirus (Lassa virus)	11622, 11621	virus
11623-Lymphocytic-choriomeningitis-mammarenavirus-Lymphocytic-choriomeningitis-virus	11623	Lymphocytic choriomeningitis mammarenavirus (Lymphocytic choriomeningitis virus)	10000496, 11627, 11626, 10000495, 10000494, 10000497, 11625, 10000486, 10000488, 11624, 10000487	virus
11631-Tacaribe-mammarenavirus-Tacaribe-virus	11631	Tacaribe mammarenavirus (Tacaribe virus)	31615, 928313, 31616	virus
11636-Reticuloendotheliosis-virus-Avian-reticuloendotheliosis-virus	11636	Reticuloendotheliosis virus (Avian reticuloendotheliosis virus)	10001999, 11636	virus
11642-Simian-foamy-virus	11642	Simian foamy virus	11642, 10002863, 298339, 41858, 288118, 10002864, 11963	virus
11660-Caprine-arthritis-encephalitis-virus-Caprine-arthritis-encephalitis-virus	11660	Caprine arthritis encephalitis virus (Caprine arthritis-encephalitis virus)	10001308, 11662, 11660, 10001307, 11661, 254355	virus
11665-Equine-infectious-anemia-virus-equine-infectious-anemia-virus-EIAV	11665	Equine infectious anemia virus (equine infectious anemia virus EIAV)	11670, 11671, 11665, 10000499	virus
11673-Feline-immunodeficiency-virus-feline-immunodeficiency-virus-FIV	11673	Feline immunodeficiency virus (feline immunodeficiency virus FIV)	11674, 11673, 11675, 36372, 45409	virus
11676-Human-immunodeficiency-virus-1-human-immunodeficiency-virus-1-HIV-1	11676	Human immunodeficiency virus 1 (human immunodeficiency virus 1 HIV-1)	11704, 11694, 11699, 11682, 505185, 505228, 327105, 10000500, 11683, 401671, 11685, 11687, 11695, 36375, 11688, 11697, 11684, 1345266, 11676, 11690, 11678, 505186, 11681, 11703, 11705, 11706, 11689, 11698, 11686, 11679, 471721, 11691, 11701, 11696, 505184, 11708, 31678, 388799, 362651	virus
11709-Human-immunodeficiency-virus-2-HIV-type-2	11709	Human immunodeficiency virus 2 (HIV type 2)	11714, 11720, 11709, 11716, 73484, 31681, 11713, 11715, 11718, 11717	virus
11723-Simian-immunodeficiency-virus-Chimpanzee-immunodeficiency-virus	11723	Simian immunodeficiency virus (Chimpanzee immunodeficiency virus)	11737, 31684, 11736, 11711, 31683, 10000506, 11733, 11738, 10000504, 10000503, 10000505, 11735, 11730, 160753, 31682, 11731, 11723, 11732, 224206, 10000502, 10000501, 11734	virus
11746-Jaagsiekte-sheep-retrovirus-Endogenous-Jaagziekte-retrovirus	11746	Jaagsiekte sheep retrovirus (Endogenous Jaagziekte retrovirus)	11746	virus
11757-Mouse-mammary-tumor-virus-mouse-mammary-tumor-virus-MMT	11757	Mouse mammary tumor virus (mouse mammary tumor virus MMT)	11757	virus
11768-Feline-leukemia-virus-Feline-leukemia-provirus	11768	Feline leukemia virus (Feline leukemia provirus)	10001130, 11824, 11769	virus
11780-Snyder-Theilen-feline-sarcoma-virus-Feline-sarcoma-virus-STRAIN-SNYDER-THEILEN	11780	Snyder-Theilen feline sarcoma virus (Feline sarcoma virus (STRAIN SNYDER-THEILEN))	11780	virus
11786-Murine-leukemia-virus-murine-leukemia-virus-MLV	11786	Murine leukemia virus (murine leukemia virus MLV)	11801, 31687, 11786, 10001207, 11790, 11795, 44561, 65690, 11791	virus
11809-Moloney-murine-sarcoma-virus-Moloney-murine-sarcoma-virus-MuSV	11809	Moloney murine sarcoma virus (Moloney murine sarcoma virus MuSV)	11812	virus
11827-Human-endogenous-retrovirus	11827	Human endogenous retrovirus	11827	virus
11855-Mason-Pfizer-monkey-virus-Simian-Mason-Pfizer-type-D-retrovirus	11855	Mason-Pfizer monkey virus (Simian Mason-Pfizer type D retrovirus)	11942	virus
11864-Avian-leukosis-virus-Avian-leukosis-viruses	11864	Avian leukosis virus (Avian leukosis viruses)	363020, 10001967, 10002414, 1401444, 11864, 10001965, 11861	virus
11886-Rous-sarcoma-virus-Rous-sarcoma-virus-RSV	11886	Rous sarcoma virus (Rous sarcoma virus RSV)	11886	virus
11901-Bovine-leukemia-virus-bovine-leukemia-virus-BLV	11901	Bovine leukemia virus (bovine leukemia virus BLV)	11901	virus
11966-Aids-associated-retrovirus	11966	Aids-associated retrovirus	11966	virus
11976-Rabbit-hemorrhagic-disease-virus-Rabbit-haemorrhagic-disease-virus	11976	Rabbit hemorrhagic disease virus (Rabbit haemorrhagic disease virus)	10002785, 10000507, 11976	virus
11978-Feline-calicivirus-Feline-vesivirus	11978	Feline calicivirus (Feline vesivirus)	11978, 11981, 292349, 11980	virus
11983-Norwalk-virus-Norwalk-calicivirus	11983	Norwalk virus (Norwalk calicivirus)	1182143, 1498657, 150080, 1070539, 490039, 1577715, 11984, 479063, 1321999, 223997, 463722, 707488, 1286616, 647516, 647343, 10002600, 158465, 10001606, 122928, 392172, 10000560, 489822, 1972699, 489821, 660659, 499191, 1665645, 508775, 747305, 588533, 647514, 1182144, 332884, 1792260, 1046049, 660658, 524364, 173929, 10000829, 178773, 647519, 1472713, 10000832, 82658, 520963, 1291821, 1260941, 1156983, 707424, 10002603, 10002026, 490041, 416039, 552592, 10001116, 1350216, 10002598, 1634342, 1241973, 647515, 11983, 416035, 1254407, 1291870, 647521, 520964, 1406148, 122929, 546980, 707477, 1320096	virus
12064-Enterovirus-E-Bovine-enterovirus	12064	Enterovirus E (Bovine enterovirus)	12065, 12064	virus
12092-Hepatovirus-A-Hepatitis-A-virus	12092	Hepatovirus A (Hepatitis A virus)	12092, 12098, 208726	virus
12110-Foot-and-mouth-disease-virus	12110	Foot-and-mouth disease virus	10001102, 46290, 10000994, 161727, 10000801, 10001000, 10000806, 10000991, 10000513, 12115, 10000989, 10002270, 10000556, 12117, 12113, 12121, 12112, 10001118, 10001642, 10001039, 10000515, 10000836, 10000840, 35292, 12120, 10000514, 10000516, 12118, 10000964, 244367, 10000995, 10001946, 12114, 10000993, 10002408, 10002508, 10002020, 10002131, 12123, 12111, 10000820, 110195, 10002407, 73482, 10000986, 10000992, 12116, 10000856, 12110	virus
12161-Beet-yellows-virus-sugar-beet-yellows-virus,-SBYV	12161	Beet yellows virus (sugar beet yellows virus, SBYV)	12161	virus
12162-Citrus-tristeza-virus-Citrus-tristeza-closterovirus	12162	Citrus tristeza virus (Citrus tristeza closterovirus)	12162	virus
12211-Plum-pox-virus-Plum-pox-potyvirus	12211	Plum pox virus (Plum pox potyvirus)	12211, 12213, 10001100	virus
12216-Potato-virus-Y-potato-virus-Y-PVY	12216	Potato virus Y (potato virus Y PVY)	12216, 12220, 12219	virus
12232-Zucchini-yellow-mosaic-virus-zucchini-yellow-mosaic-virus-ZYMV	12232	Zucchini yellow mosaic virus (zucchini yellow mosaic virus ZYMV)	12232	virus
12242-Tobacco-mosaic-virus-tobacco-mosaic-virus-TMV	12242	Tobacco mosaic virus (tobacco mosaic virus TMV)	12242, 12246, 10001210, 12243, 10001209	virus
12305-Cucumber-mosaic-virus-cucumber-mosaic-cucumovirus	12305	Cucumber mosaic virus (cucumber mosaic cucumovirus)	117125, 12305	virus
12455-Borna-disease-virus-Borna-disease-virus-BDV	12455	Borna disease virus (Borna disease virus BDV)	12455, 10000518	virus
12475-Hepatitis-delta-virus-Hepatitis-D-virus	12475	Hepatitis delta virus (Hepatitis D virus)	12475, 510670, 10000523	virus
12480-African-green-monkey-polyomavirus-African-green-monkey-lymphotropic-papovavirus-LPV	12480	African green monkey polyomavirus (African green monkey lymphotropic papovavirus LPV)	10574	virus
12637-Dengue-virus	12637	Dengue virus	10001943, 31636, 408694, 31634, 10002111, 11066, 10000440, 11064, 10001636, 408685, 11059, 31635, 11070, 10001705, 10000965, 11053, 408691, 10000442, 408686, 408687, 10000961, 11062, 11069, 10002112, 10002148, 31637, 11060, 408870, 11057, 10001768, 11067, 408690, 408688, 408689, 408693, 10001583, 10001944, 408871, 10001582, 10001619, 33741, 12637, 11065, 408692, 10002371, 10002010, 10001635, 10001945	virus
12639-Duck-hepatitis-B-virus-duck-hepatitis-virus,-DHBV	12639	Duck hepatitis B virus (duck hepatitis virus, DHBV)	12639	virus
12643-Ectromelia-virus-Ectromelia-mousepox-virus	12643	Ectromelia virus (Ectromelia mousepox virus)	12643	virus
12657-Equid-gammaherpesvirus-2-Equid-herpesvirus-2	12657	Equid gammaherpesvirus 2 (Equid herpesvirus 2)	82831, 10000527, 10000524, 10000391, 10000525, 10000526	virus
12721-Human-immunodeficiency-virus	12721	Human immunodeficiency virus	12721	virus
13101-Juniperus-ashei-Ashe-juniper	13101	Juniperus ashei (Ashe juniper)	13101	plant
13187-Parietaria-officinalis	13187	Parietaria officinalis	13187	plant
13286-Theromyzon-tessulatum	13286	Theromyzon tessulatum	13286	other-eukaryote
13373-Burkholderia-mallei	13373	Burkholderia mallei	334803, 320388, 13373, 334802, 243160, 412022, 320390	bacterium
13415-Chamaecyparis-obtusa	13415	Chamaecyparis obtusa	13415	plant
13451-Corylus-avellana-European-hazelnut	13451	Corylus avellana (European hazelnut)	13451	plant
13469-Cupressus-sempervirens	13469	Cupressus sempervirens	13469	plant
13557-Hapalemur-griseus-bamboo-lemur	13557	Hapalemur griseus (bamboo lemur)	13557	vertebrate
13616-Monodelphis-domestica-gray-short-tailed-opossum	13616	Monodelphis domestica (gray short-tailed opossum)	13616	vertebrate
13618-Myrmecia-pilosula-Australian-jumper-ant	13618	Myrmecia pilosula (Australian jumper ant)	13618	other-eukaryote
13677-Scomber-scombrus-Atlantic-mackerel	13677	Scomber scombrus (Atlantic mackerel)	13677	vertebrate
13684-Parastagonospora-nodorum	13684	Parastagonospora nodorum	13684	other-eukaryote
13818-Adiantum-capillus-veneris-maidenhair-fern	13818	Adiantum capillus-veneris (maidenhair fern)	13818	other-eukaryote
15368-Brachypodium-distachyon-annual-false-brome	15368	Brachypodium distachyon (annual false brome)	15368	plant
15957-Phleum-pratense-timothy-grass	15957	Phleum pratense (timothy grass)	15957	plant
16719-Juglans-nigra-black-walnut	16719	Juglans nigra (black walnut)	16719	plant
27334-Penicillium-expansum	27334	Penicillium expansum	27334	other-eukaryote
27990-Plasmodium-vivax-like-sp	27990	Plasmodium vivax-like sp.	27990	other-eukaryote
28035-Staphylococcus-lugdunensis	28035	Staphylococcus lugdunensis	28035	bacterium
28037-Streptococcus-mitis	28037	Streptococcus mitis	28037	bacterium
28038-Latilactobacillus-curvatus	28038	Latilactobacillus curvatus	28038	bacterium
28049-Acidothermus-cellulolyticus-Acidithermus-cellulolyticus	28049	Acidothermus cellulolyticus (Acidithermus cellulolyticus)	351607	bacterium
28080-Campylobacter-upsaliensis	28080	Campylobacter upsaliensis	306264, 28080	bacterium
28090-Acinetobacter-lwoffii	28090	Acinetobacter lwoffii	10001503	bacterium
28108-Alteromonas-macleodii	28108	Alteromonas macleodii	28108	bacterium
28116-Bacteroides-ovatus	28116	Bacteroides ovatus	28116	bacterium
28130-Prevotella-disiens	28130	Prevotella disiens	28130	bacterium
28131-Prevotella-intermedia	28131	Prevotella intermedia	28131	bacterium
28137-Prevotella-veroralis	28137	Prevotella veroralis	28137	bacterium
28151-Serratia-proteamaculans	28151	Serratia proteamaculans	28151	bacterium
28172-Vibrio-metschnikovii	28172	Vibrio metschnikovii	28172	bacterium
28197-Aliarcobacter-butzleri	28197	Aliarcobacter butzleri	367737	bacterium
28227-Malacoplasma-penetrans	28227	Malacoplasma penetrans	28227	bacterium
