Species Taxon ID	Species Name	Proteome ID	Proteome Taxon	Proteome Type	Source Count	Epitope Count	Successful Source Assignment	Successful Epitope Assignment
35792	Rickettsia parkeri		35792	All-proteins	1	1	100.0	100.0
35793	Rickettsia sibirica	UP000004455	272951	Other	35	36	100.0	100.0
35795	Ehrlichia muris	UP000018689	1423892	Other	3	3	100.0	100.0
35818	Helicobacter pullorum	UP000003953	537972	Non-redundant	1	1	100.0	100.0
36087	Trichuris trichiura		36087	All-proteins	17	20	76.4705882352941	80.0
36596	Prunus armeniaca	UP000507245	36596	Representative	1	4	100.0	75.0
36809	Mycobacteroides abscessus	UP000185014	1185650	Representative	124	301	93.5483870967742	20.5980066445183
36845	Clostridium intestinale	UP000016721	1294142	Representative	2	2	100.0	100.0
36855	Brucella canis	UP000001385	483179	Non-redundant	9	9	100.0	100.0
36911	Clavispora lusitaniae	UP000007703	306902	Representative	1	1	100.0	100.0
36936	Lepidoglyphus destructor		36936	All-proteins	3	24	100.0	58.3333333333333
37124	Chikungunya virus	UP000000569	371094	Reference	51	2139	100.0	71.435250116877
37128	Potato mop-top virus	UP000006715	652839	Representative	1	8	100.0	62.5
37207	Rio Segundo hantavirus		37207	All-proteins	1	1	100.0	100.0
37326	Nocardia brasiliensis	UP000006304	1133849	Representative	1	7	100.0	100.0
37332	Nocardia seriolae	UP000019401	37332	Representative	2	5	100.0	100.0
37347	Tupaia belangeri		37347	All-proteins	1	1	100.0	100.0
37682	Aegilops tauschii	UP000015105	200361	Representative	4	4	100.0	50.0
37734	Enterococcus casseliflavus	UP000012675	565655	Representative	1	1	100.0	100.0
38020	marmosets		38020	All-proteins	1	2	100.0	0.0
38170	Avian orthoreovirus	UP000100541	38170	Representative	6	29	100.0	79.3103448275862
38323	Bartonella henselae	UP000000421	283166	Non-redundant	2	2	100.0	100.0
38873	Fraxinus excelsior		38873	All-proteins	1	6	100.0	100.0
39152	Methanococcus maripaludis	UP000000590	267377	Representative	2	2	100.0	100.0
39414	Plantago lanceolata		39414	All-proteins	3	4	100.0	100.0
39584	Juniperus virginiana		39584	All-proteins	1	2	100.0	100.0
39778	Veillonella dispar	UP000003529	546273	Non-redundant	5	5	100.0	80.0
39803	Qubevirus durum	UP000310443	39803	Representative	1	2	100.0	100.0
39950	Dialister pneumosintes	UP000094757	39950	Non-redundant	2	2	100.0	100.0
40050	African horse sickness virus	UP000146235	40050	Representative	16	73	93.75	63.013698630137
40051	Bluetongue virus	UP000112999	45029	Representative	30	132	93.3333333333333	64.3939393939394
40214	Acinetobacter johnsonii	UP000012047	575586	Non-redundant	1	1	100.0	100.0
40216	Acinetobacter radioresistens	UP000314285	40216	Non-redundant	1	1	100.0	100.0
40324	Stenotrophomonas maltophilia	UP000008840	522373	Representative	1	1	100.0	0.0
40697	Blomia tropicalis		40697	All-proteins	7	90	100.0	100.0
41997	Enterococcus saccharolyticus	UP000014136	1139996	Representative	1	1	100.0	100.0
42097	Isla Vista hantavirus		42097	All-proteins	2	3	100.0	100.0
42229	Prunus avium	UP000515124	42229	Representative	1	1	100.0	100.0
42345	Phoenix dactylifera	UP000228380	42345	Representative	1	5	100.0	100.0
42358	Hantavirus Monongahela-3		42358	All-proteins	2	6	100.0	100.0
42862	Rickettsia felis	UP000008548	315456	Non-redundant	8	8	100.0	100.0
43335	Populus alba	UP000309997	43335	Representative	1	1	100.0	100.0
43763	Redspotted grouper nervous necrosis virus	UP000110030	247507	Other	1	36	100.0	97.2222222222222
43765	Corynebacterium amycolatum	UP000003275	553204	Non-redundant	1	1	100.0	100.0
43767	Prescottella equi	UP000004245	525370	Representative	8	120	37.5	0.833333333333333
44001	Caldicellulosiruptor saccharolyticus	UP000000256	351627	Other	1	1	100.0	100.0
44088	Canarypox virus	UP000168164	44088	Representative	9	9	100.0	100.0
44271	Leishmania chagasi		44271	All-proteins	3	3	100.0	100.0
44386	Haemaphysalis longicornis	UP000821853	44386	Other	1	1	100.0	100.0
44689	Dictyostelium discoideum	UP000002195	44689	Representative	2	2	100.0	100.0
44755	New York hantavirus		44755	All-proteins	1	4	100.0	100.0
45235	Tolypocladium capitatum	UP000236621	45235	Representative	1	1	100.0	100.0
45617	Human endogenous retrovirus K		45617	All-proteins	10	47	100.0	87.2340425531915
46221	Porcine circovirus	UP000132454	46221	Representative	4	72	75.0	27.7777777777778
46457	Cycloclasticus oligotrophus		46457	All-proteins	1	1	100.0	100.0
46503	Parabacteroides merdae	UP000004276	411477	Non-redundant	1	1	100.0	100.0
46506	Bacteroides stercoris	UP000056419	46506	Representative	1	1	100.0	100.0
46681	Entamoeba dispar	UP000008076	370354	Other	20	20	100.0	100.0
46771	Simian virus 12	UP000130309	46771	Other	1	1	100.0	100.0
46835	Fasciola gigantica	UP000316759	46835	Representative	3	4	100.0	75.0
46920	Rio Mamore hantavirus	UP000125085	46920	Other	5	7	100.0	71.4285714285714
47000	Equine rhinitis A virus	UP000100919	47000	Other	1	1	100.0	100.0
47466	Borrelia miyamotoi	UP000176410	47466	Non-redundant	16	81	93.75	54.320987654321
47845	Brachybacterium alimentarium	UP000218598	47845	Representative	15	15	100.0	100.0
48483	Reclinomonas americana		48483	All-proteins	1	1	100.0	100.0
49011	Hesperocyparis arizonica		49011	All-proteins	3	14	100.0	92.8571428571429
49338	Desulfitobacterium hafniense	UP000001946	138119	Representative	2	3	100.0	100.0
51022	Ancylostoma duodenale	UP000054047	51022	Representative	8	8	100.0	100.0
51031	Necator americanus	UP000053676	51031	Representative	11	101	100.0	76.2376237623762
51240	Juglans regia	UP000235220	51240	Representative	6	167	100.0	100.0
53182	Feline foamy virus	UP000151962	53182	Representative	3	7	100.0	28.5714285714286
53432	Nocardia uniformis	UP000586827	53432	Representative	1	1	100.0	0.0
54390	Micrurus corallinus		54390	All-proteins	9	207	100.0	93.2367149758454
54736	Salmonella bongori	UP000272087	54736	Representative	1	1	100.0	100.0
55194	Malassezia furfur		55194	All-proteins	2	2	100.0	100.0
55513	Pistacia vera		55513	All-proteins	4	28	100.0	96.4285714285714
55518	Magnetospirillum gryphiswaldense	UP000018922	431944	Representative	1	1	100.0	100.0
55601	Vibrio anguillarum	UP000006800	882102	Non-redundant	1	1	100.0	100.0
55951	Grapevine leafroll-associated virus 3	UP000006707	651354	Representative	1	1	100.0	100.0
56636	Aeropyrum pernix	UP000002518	272557	Representative	3	5	100.0	100.0
57068	Acanthisitta chloris	UP000053537	57068	Representative	1	1	100.0	0.0
57372	Mycoplasma suis	UP000007484	768700	Representative	1	3	100.0	66.6666666666667
57667	Simian-Human immunodeficiency virus	UP000157732	57667	Representative	98	36261	81.6326530612245	20.3579603430683
58216	Loxosceles gaucho		58216	All-proteins	1	1	100.0	100.0
58217	Loxosceles laeta		58217	All-proteins	1	2	100.0	100.0
58218	Loxosceles intermedia		58218	All-proteins	1	100	100.0	94.0
58866	Secale strictum		58866	All-proteins	1	1	100.0	0.0
58933	Triticum spelta		58933	All-proteins	2	25	100.0	92.0
59300	Getah virus	UP000008625	59300	Other	1	22	100.0	100.0
59301	Mayaro virus	UP000007774	374990	Other	2	9	100.0	66.6666666666667
59538	Pantholops hodgsonii		59538	All-proteins	1	1	100.0	0.0
59729	Taeniopygia guttata	UP000007754	59729	Representative	1	1	100.0	100.0
59779	Paracoccus marcusii	UP000423204	59779	Representative	1	1	100.0	0.0
59799	Angomonas deanei	UP000515908	59799	Representative	2	2	100.0	50.0
60189	Rhipicephalus decoloratus		60189	All-proteins	4	154	100.0	99.3506493506494
60217	Shewanella violacea	UP000002350	637905	Representative	1	1	100.0	100.0
60552	Burkholderia vietnamiensis	UP000002287	269482	Representative	10	10	100.0	100.0
60876	Pixuna virus	UP000101231	60876	Other	1	1	100.0	100.0
60879	Cabassou virus	UP000115220	60879	Other	1	1	100.0	100.0
60893	Desulfobacca acetoxidans	UP000000483	880072	Representative	1	1	100.0	100.0
61435	Dehalococcoides mccartyi	UP000002506	311424	Representative	1	1	100.0	0.0
62319	Halococcus saccharolyticus	UP000011669	1227455	Representative	1	1	100.0	100.0
62322	Shewanella baltica	UP000001557	325240	Non-redundant	3	3	100.0	66.6666666666667
62330	Fagopyrum tataricum		62330	All-proteins	3	13	100.0	100.0
63363	Aquifex aeolicus	UP000000798	224324	Representative	8	12	100.0	66.6666666666667
63673	Turbo cornutus		63673	All-proteins	1	8	100.0	100.0
64495	Rhizopus arrhizus		64495	All-proteins	1	6	100.0	100.0
67351	Streptomyces californicus		67351	All-proteins	1	1	0.0	0.0
68887	Torque teno virus	UP000008256	486275	Representative	48	120	89.5833333333333	11.6666666666667
68909	Deinococcus geothermalis	UP000002431	319795	Representative	1	1	100.0	100.0
69008	Juniperus oxycedrus		69008	All-proteins	2	4	100.0	100.0
69218	Enterobacter cancerogenus	UP000003468	500639	Non-redundant	3	3	100.0	33.3333333333333
70203	Fibrovirus fs1	UP000000880	70203	Representative	1	1	100.0	100.0
71238	Pseudomonas sp. G-179		71238	All-proteins	1	1	100.0	100.0
72004	Bos mutus	UP000011080	72004	Representative	2	32	100.0	100.0
72556	Achromobacter piechaudii	UP000004510	742159	Non-redundant	1	1	100.0	0.0
72558	Sporisorium reilianum	UP000008867	999809	Other	1	1	100.0	100.0
72664	Eutrema salsugineum	UP000030689	72664	Representative	2	2	100.0	100.0
74437	Alectryonella plicatula		74437	All-proteins	1	9	0.0	0.0
74722	Stachybotrys chartarum	UP000028045	1280523	Non-redundant	1	24	100.0	91.6666666666667
75658	Campylobacter lanienae	UP000194309	75658	Representative	2	2	100.0	50.0
75922	Mycolicibacterium tusciae	UP000192411	75922	Other	1	2	100.0	0.0
76777	Malassezia sympodialis	UP000186303	1230383	Representative	1	1	100.0	0.0
76832	Myroides odoratimimus	UP000069030	76832	Non-redundant	1	1	100.0	0.0
76859	Fusobacterium animalis	UP000005392	997347	Representative	1	1	100.0	0.0
77044	Rosellinia necatrix	UP000054516	77044	Representative	1	1	100.0	100.0
77095	Prevotella bryantii	UP000004524	752555	Representative	1	3	100.0	100.0
77643	Mycobacterium tuberculosis complex (Mycobacterium complex)	UP000001584	83332	Representative	3	14	100.0	100.0
78579	Thermothelomyces thermophilus	UP000007322	573729	Representative	1	1	100.0	100.0
79327	Schmidtea mediterranea		79327	All-proteins	1	1	100.0	100.0
79698	Merluccius bilinearis		79698	All-proteins	1	1	100.0	100.0
79880	Alkalihalobacillus clausii	UP000001168	66692	Representative	1	1	100.0	100.0
79923	Clonorchis sinensis	UP000008909	79923	Representative	3	3	100.0	33.3333333333333
80859	Streptomyces ribosidificus		80859	All-proteins	1	1	100.0	100.0
80956	Pomacentrus moluccensis		80956	All-proteins	1	1	100.0	100.0
81475	Frateuria aurantia	UP000005234	767434	Representative	1	1	100.0	100.0
81985	Capsella rubella	UP000029121	81985	Representative	1	1	100.0	100.0
82348	Streptococcus pluranimalium	UP000238956	82348	Representative	1	1	100.0	0.0
82508	Trichosporon asahii	UP000006757	1220162	Representative	1	1	100.0	100.0
83192	Topografov hantavirus		83192	All-proteins	1	1	100.0	100.0
83262	Mycobacteroides immunogenum	UP000037843	83262	Non-redundant	1	5	100.0	100.0
83455	Myxococcus stipitatus	UP000011131	1278073	Other	1	1	100.0	100.0
83554	Chlamydia psittaci	UP000229171	83554	Non-redundant	25	134	100.0	53.7313432835821
83555	Chlamydia abortus	UP000001012	218497	Non-redundant	23	74	100.0	100.0
83556	Chlamydia felis	UP000001260	264202	Other	9	30	100.0	100.0
83557	Chlamydia caviae	UP000002193	227941	Other	6	21	100.0	100.0
83558	Chlamydia pneumoniae	UP000000583	83558	Non-redundant	74	386	100.0	91.4507772020725
83559	Chlamydia suis	UP000512184	83559	Non-redundant	16	45	100.0	26.6666666666667
83560	Chlamydia muridarum	UP000000800	243161	Non-redundant	68	118	100.0	99.1525423728814
83810	Thosea asigna virus		83810	All-proteins	1	2	100.0	100.0
83816	Methanobrevibacter ruminantium	UP000008680	634498	Representative	1	17	100.0	100.0
85552	Scylla paramamosain		85552	All-proteins	7	154	100.0	98.7012987012987
85698	Achromobacter xylosoxidans	UP000060602	85698	Non-redundant	1	1	100.0	100.0
85831	Bacteroides acidifaciens	UP000267159	85831	Non-redundant	2	2	100.0	50.0
85991	Chlamydia pecorum	UP000018813	1427370	Non-redundant	38	255	100.0	32.156862745098
86049	Cladophialophora carrionii	UP000094526	86049	Representative	2	2	100.0	100.0
86600	Discosoma sp.		86600	All-proteins	2	12	100.0	91.6666666666667
86782	Amur virus	UP000152471	86782	Representative	5	41	100.0	100.0
87786	Human endogenous retrovirus W		87786	All-proteins	7	25	85.7142857142857	92.0
87883	Burkholderia multivorans	UP000008815	395019	Representative	2	3	100.0	100.0
88036	Selaginella moellendorffii	UP000001514	88036	Representative	1	1	100.0	100.0
88085	Lachesis stenophrys		88085	All-proteins	1	13	100.0	100.0
88086	Protobothrops elegans		88086	All-proteins	3	12	100.0	83.3333333333333
88087	Protobothrops flavoviridis		88087	All-proteins	2	7	100.0	85.7142857142857
88431	Dorea longicatena	UP000095380	88431	Representative	1	1	100.0	0.0
89059	Ligilactobacillus acidipiscis	UP000051491	89059	Other	1	1	100.0	100.0
89462	Bubalus bubalis		89462	All-proteins	4	9	100.0	100.0
89586	Neoehrlichia mikurensis		89586	All-proteins	1	1	100.0	100.0
89946	Merluccius australis		89946	All-proteins	1	1	100.0	100.0
91465	Pseudomonas sp. MIS38		91465	All-proteins	1	1	100.0	100.0
91626	Mucor ambiguus	UP000053815	91626	Representative	1	1	100.0	100.0
92050	Macruronus magellanicus		92050	All-proteins	2	2	100.0	100.0
92438	Bungarus candidus		92438	All-proteins	1	2	100.0	100.0
92637	Metarhizium acridum	UP000002499	655827	Representative	2	2	100.0	100.0
93621	Heteropneustes fossilis		93621	All-proteins	1	1	100.0	100.0
93678	TTV-like mini virus	UP000161474	93678	Representative	1	1	100.0	0.0
95342	Sapporo virus	UP000007049	291175	Reference	3	3	100.0	100.0
95486	Burkholderia cenocepacia	UP000001035	216591	Non-redundant	4	4	100.0	100.0
95602	Eriocheir sinensis		95602	All-proteins	1	10	100.0	100.0
95648	Bothrops neuwiedi		95648	All-proteins	1	2	100.0	50.0
97138	Clostridium sp. MD294	UP000012445	97138	Representative	3	3	100.0	100.0
97253	Eubacterium plexicaudatum	UP000012589	1235802	Representative	6	6	83.3333333333333	66.6666666666667
97477	Acetomicrobium mobile	UP000006061	891968	Representative	1	1	100.0	100.0
99000	Tanapox virus	UP000099606	99000	Other	3	3	100.0	100.0
99586	Echis ocellatus		99586	All-proteins	4	6	100.0	100.0
99806	Taxus cuspidata		99806	All-proteins	1	1	100.0	100.0
99883	Tetraodon nigroviridis	UP000007303	99883	Representative	3	3	100.0	100.0
103448	Pleistophora sp. LS		103448	All-proteins	1	1	100.0	100.0
105560	Methylibium petroleiphilum	UP000000366	420662	Representative	1	1	100.0	100.0
105751	Aeromonas bestiarum		105751	All-proteins	1	1	100.0	100.0
106276	Mimachlamys nobilis		106276	All-proteins	1	7	100.0	100.0
106590	Cupriavidus necator	UP000008210	381666	Representative	1	1	100.0	100.0
106654	Acinetobacter nosocomialis	UP000013028	1217985	Non-redundant	1	1	100.0	100.0
108098	Human mastadenovirus B	UP000503176	108098	Representative	19	69	100.0	33.3333333333333
110539	Mycolicibacterium vanbaalenii	UP000430146	110539	Representative	412	806	98.7864077669903	55.3349875930521
114742	Pythium insidiosum		114742	All-proteins	2	2	100.0	50.0
117207	Sphingopyxis alaskensis	UP000006578	317655	Representative	1	1	100.0	100.0
118161	Pleurocapsa sp. PCC 7319		118161	All-proteins	1	1	100.0	0.0
119219	Cupriavidus metallidurans	UP000002429	266264	Representative	3	3	100.0	100.0
120505	Baboon cytomegalovirus		120505	All-proteins	1	1	100.0	100.0
121225	Pediculus humanus	UP000009046	121224	Representative	1	1	100.0	100.0
121723	Photobacterium sp. SKA34	UP000005284	121723	Other	1	1	100.0	100.0
121759	Paracoccidioides brasiliensis	UP000001628	502780	Representative	5	40	100.0	75.0
122291	Kappapapillomavirus 1	UP000101963	2772507	Representative	1	2	100.0	100.0
122355	Pseudomonas psychrophila	UP000658390	122355	Non-redundant	1	1	100.0	0.0
123734	Hypoderma bovis		123734	All-proteins	1	1	100.0	100.0
127886	Alkalihalobacillus hemicellulosilyticus	UP000018895	1236971	Representative	1	1	100.0	100.0
129052	Catelliglobosispora koreensis		129052	All-proteins	1	1	0.0	0.0
129470	Micrurus surinamensis		129470	All-proteins	5	139	60.0	48.2014388489209
129727	Bovine papular stomatitis virus	UP000104372	129727	Representative	2	2	100.0	100.0
129788	Ruditapes philippinarum		129788	All-proteins	1	3	100.0	100.0
129875	Human mastadenovirus A	UP000150644	129875	Representative	9	24	100.0	50.0
129951	Human mastadenovirus C	UP000008167	10515	Representative	55	405	100.0	78.7654320987654
129956	Murine mastadenovirus A		129956	All-proteins	1	2	100.0	100.0
130308	Human mastadenovirus E	UP000168915	28280	Representative	1	1	100.0	100.0
130309	Human mastadenovirus F	UP000440992	130309	Representative	3	4	100.0	75.0
130310	Human mastadenovirus D	UP000120055	52275	Representative	5	5	100.0	20.0
131110	Schaalia radingae		131110	All-proteins	1	1	0.0	0.0
131568	Kineococcus radiotolerans	UP000001116	266940	Representative	2	2	100.0	100.0
133926	Olsenella uli	UP000000333	633147	Representative	1	1	100.0	100.0
136966	SEN virus		136966	All-proteins	3	7	100.0	100.0
138072	Candidatus Hamiltonella defensa	UP000216438	672795	Representative	1	1	100.0	100.0
138336	Blastococcus saxobsidens	UP000007517	1146883	Representative	1	1	100.0	100.0
138948	Enterovirus A	UP000150761	39054	Other	49	538	100.0	60.4089219330855
138949	Enterovirus B	UP000007531	103906	Other	37	418	100.0	56.4593301435407
138950	Enterovirus C	UP000000356	12081	Reference	20	353	100.0	39.3767705382436
138951	Enterovirus D	UP000115624	42789	Other	5	22	100.0	40.9090909090909
139445	Limestone Canyon virus		139445	All-proteins	2	23	100.0	100.0
145262	Methanothermobacter thermautotrophicus	UP000005223	187420	Representative	2	2	100.0	100.0
147272	Paspalum notatum		147272	All-proteins	1	26	100.0	100.0
147711	Rhinovirus A	UP000007070	650130	Reference	24	385	100.0	15.8441558441558
147712	Rhinovirus B	UP000007679	12131	Other	8	21	100.0	85.7142857142857
150340	Vibrio antiquarius		150340	All-proteins	17	17	52.9411764705882	0.0
151250	Kali turgidum		151250	All-proteins	7	86	100.0	100.0
152480	Burkholderia ambifaria	UP000000662	339670	Non-redundant	5	5	100.0	100.0
152682	Sphingomonas melonis	UP000033203	152682	Representative	10	10	70.0	80.0
152794	Corynebacterium efficiens	UP000001409	196164	Representative	10	10	100.0	100.0
153496	Kozakia baliensis	UP000179145	153496	Representative	1	1	100.0	100.0
155615	Fusobacterium vincentii	UP000004925	469606	Non-redundant	2	2	100.0	100.0
157914	Ziziphus mauritiana		157914	All-proteins	1	5	100.0	100.0
158836	Enterobacter hormaechei	UP000229974	158836	Non-redundant	4	8	100.0	25.0
158899	Collimonas fungivorans	UP000008392	1005048	Representative	2	2	50.0	0.0
159091	Pseudomonas sp. KIE171		159091	All-proteins	1	1	0.0	0.0
159449	Embleya scabrispora	UP000190037	159449	Representative	1	1	100.0	100.0
159479	Saaremaa hantavirus		159479	All-proteins	1	25	100.0	100.0
161600	Yellow grouper nervous necrosis virus		161600	All-proteins	1	1	100.0	100.0
162425	Aspergillus nidulans	UP000000560	227321	Representative	2	3	100.0	100.0
163164	Wolbachia endosymbiont of Drosophila melanogaster	UP000008215	163164	Non-redundant	1	1	100.0	100.0
164756	Mycobacterium sp. MCS		164756	All-proteins	552	1129	100.0	100.0
164757	Mycobacterium sp. JLS		164757	All-proteins	561	1166	100.0	100.0
165179	Prevotella copri	UP000004477	537011	Non-redundant	5	5	100.0	100.0
169174	Calabazo virus		169174	All-proteins	1	1	100.0	100.0
171929	Anacardium occidentale		171929	All-proteins	7	283	100.0	99.6466431095406
180498	Jatropha curcas	UP000027138	180498	Representative	2	14	100.0	100.0
185782	Aquareovirus C	UP000006713	185783	Representative	2	2	100.0	100.0
189918	Mycobacterium sp. KMS		189918	All-proteins	557	1131	100.0	100.0
190063	Fowl aviadenovirus C	UP000320291	190063	Representative	2	4	100.0	100.0
190065	Fowl aviadenovirus E	UP000173083	586029	Representative	1	2	100.0	50.0
190898	Desulfotignum phosphitoxidans	UP000014216	1286635	Representative	1	1	100.0	100.0
194326	Companilactobacillus versmoldensis	UP000051647	1423815	Representative	1	1	100.0	100.0
194440	Primate T-lymphotropic virus 1	UP000007683	11926	Representative	57	1288	100.0	90.6832298136646
194441	Primate T-lymphotropic virus 2	UP000009254	11909	Representative	9	74	100.0	81.0810810810811
196403	Baboon endogenous virus	UP000007443	11764	Other	2	2	100.0	100.0
199306	Coccidioides posadasii	UP000002497	443226	Representative	11	34	90.9090909090909	73.5294117647059
199738	uncultured Chlamydia sp.		199738	All-proteins	2	2	100.0	100.0
200454	Pseudomonas tremae		200454	All-proteins	1	1	0.0	0.0
202950	Acinetobacter baylyi	UP000000430	62977	Representative	2	2	100.0	100.0
203192	Stutzerimonas chloritidismutans	UP000017822	1263865	Other	1	1	100.0	100.0
204038	Dickeya dadantii	UP000006859	198628	Representative	1	2	100.0	100.0
205075	Candidatus Rickettsia tarasevichiae		205075	All-proteins	1	1	100.0	100.0
205488	Ebola virus sp.		205488	All-proteins	2	11	0.0	0.0
208226	Alkaliphilus metalliredigens	UP000001572	293826	Representative	1	1	100.0	100.0
214856	Alistipes finegoldii	UP000006052	679935	Non-redundant	1	1	100.0	100.0
215243	Exophiala oligosperma	UP000053342	215243	Representative	1	1	100.0	100.0
215358	Larimichthys crocea	UP000424527	215358	Representative	1	3	100.0	100.0
216465	Polaromonas naphthalenivorans	UP000000644	365044	Representative	2	2	100.0	100.0
216816	Bifidobacterium longum	UP000000439	206672	Representative	3	3	100.0	100.0
217686	Little cherry virus 1	UP000207657	217686	Representative	1	1	100.0	100.0
218538	Dialister invisus	UP000004736	592028	Non-redundant	1	1	100.0	100.0
220837	Cryptosporidium sp. MNJ-1		220837	All-proteins	1	1	100.0	100.0
226899	Grosmannia clavigera	UP000007796	655863	Representative	1	1	100.0	100.0
231455	Dyella japonica	UP000027987	1217721	Other	1	1	100.0	100.0
237609	Pseudomonas alkylphenolica	UP000028931	237609	Other	1	1	100.0	100.0
237895	Cryptosporidium hominis	UP000199752	237895	Other	4	4	100.0	100.0
239935	Akkermansia muciniphila	UP000001031	349741	Representative	12	13	75.0	69.2307692307692
240125	Mycobacterium parascrofulaceum	UP000003653	525368	Other	321	630	100.0	100.0
240426	Squirrelpox virus	UP000144311	240426	Representative	1	1	100.0	100.0
246437	Tupaia chinensis	UP000011518	246437	Representative	4	7	100.0	85.7142857142857
246787	Bacteroides cellulosilyticus	UP000061809	246787	Non-redundant	1	1	100.0	100.0
252307	Robiginitalea biformata	UP000009049	313596	Representative	1	1	100.0	100.0
256839	Shewanella decolorationis	UP000017548	1353536	Other	6	6	100.0	83.3333333333333
259354	Desulfatibacillum alkenivorans	UP000183994	1121393	Other	1	1	100.0	100.0
261202	Alto Paraguay hantavirus		261202	All-proteins	1	3	100.0	100.0
261204	Itapua hantavirus		261204	All-proteins	5	12	100.0	100.0
261658	Cavenderia fasciculata	UP000007797	261658	Representative	1	1	100.0	100.0
263511	Crocosphaera watsonii	UP000003922	165597	Representative	1	1	100.0	100.0
263815	Pneumocystis murina	UP000011958	1069680	Representative	2	3	100.0	100.0
265606	Rhodopirellula baltica	UP000001025	243090	Representative	1	1	100.0	100.0
265619	Ornithodoros erraticus		265619	All-proteins	1	60	100.0	100.0
266779	Chelativorans sp. BNC1		266779	All-proteins	4	4	100.0	100.0
267212	Neisseria bacilliformis	UP000004105	888742	Representative	1	1	100.0	100.0
270478	Zantedeschia mild mosaic virus	UP000202900	270478	Other	1	1	100.0	100.0
272131	Nostoc punctiforme	UP000001191	63737	Representative	2	2	100.0	100.0
272636	Adeno-associated virus	UP000290640	272636	Other	4	153	75.0	6.5359477124183
277944	Human coronavirus NL63	UP000008573	277944	Other	275	20518	100.0	74.5784189492153
280240	Nocardiopsis baichengensis		280240	All-proteins	1	1	0.0	0.0
283877	Leucobacter chromiireducens		283877	All-proteins	1	1	0.0	0.0
284581	Priestia koreensis	UP000037558	284581	Representative	1	1	100.0	100.0
286540	Soochong virus	UP000114195	286542	Other	1	1	100.0	100.0
290028	Human coronavirus HKU1	UP000001985	443241	Representative	170	17398	99.4117647058824	60.6621450741465
296587	Micromonas commoda	UP000002009	296587	Representative	1	1	100.0	100.0
298653	Frankia sp. EAN1pec		298653	All-proteins	2	2	100.0	100.0
300180	Mopeia Lassa virus reassortant 29	UP000099038	300180	Other	1	4	100.0	100.0
301964	CY1014 virus		301964	All-proteins	1	1	100.0	100.0
304399	Mule deerpox virus	UP000000866	305674	Representative	2	2	100.0	100.0
304895	Catenulispora acidiphila	UP000000851	479433	Representative	1	1	100.0	100.0
308159	Araucaria virus		308159	All-proteins	3	26	100.0	100.0
311410	Roseibium album	UP000049983	311410	Representative	1	1	100.0	0.0
312306	Pseudomonas entomophila	UP000000658	384676	Other	1	1	100.0	100.0
313589	Janibacter sp. HTCC2649	UP000005063	313589	Representative	1	1	100.0	100.0
313627	Bacillus sp. NRRL B-14911	UP000004554	313627	Other	2	2	100.0	100.0
314262	Roseobacter sp. MED193	UP000005943	314262	Other	1	1	100.0	100.0
314275	Alteromonas mediterranea	UP000001870	1774373	Non-redundant	1	1	100.0	100.0
316068	Leadbetterella byssophila	UP000007435	649349	Representative	1	1	100.0	100.0
316287	Ceratogyrus marshalli		316287	All-proteins	1	1	100.0	100.0
320667	Trichosanthes dioica		320667	All-proteins	1	1	100.0	100.0
322053	Konjac mosaic virus	UP000202808	322053	Other	1	1	100.0	100.0
328812	Parabacteroides goldsteinii	UP000014140	1235789	Non-redundant	5	5	80.0	80.0
328814	Alistipes shahii	UP000008794	717959	Representative	1	1	100.0	0.0
329852	Emesvirus zinderi	UP000002127	12022	Representative	1	2	100.0	100.0
329854	Bacteroides intestinalis	UP000004596	471870	Non-redundant	2	2	100.0	100.0
332163	Candidatus Solibacter usitatus		332163	All-proteins	1	1	100.0	100.0
333367	Enterocloster asparagiformis	UP000004756	518636	Non-redundant	1	1	100.0	100.0
333754	Alphapapillomavirus 10	UP000104660	31552	Representative	30	361	100.0	62.6038781163435
333757	Alphapapillomavirus 8	UP000144847	10615	Representative	3	4	100.0	25.0
333767	Alphapapillomavirus 3	UP000172383	333772	Representative	1	1	100.0	100.0
333926	Gammapapillomavirus 1	UP000009253	10617	Representative	1	4	100.0	100.0
333990	Carnobacterium sp. AT7	UP000005587	333990	Other	1	1	100.0	100.0
334203	Mupapillomavirus 1	UP000006372	10583	Representative	11	77	100.0	83.1168831168831
334205	Nupapillomavirus 1	UP000006367	10589	Representative	1	1	100.0	100.0
334426	Angiostrongylus costaricensis	UP000267027	334426	Representative	1	1	100.0	100.0
337039	Alphapapillomavirus 2	UP000009105	333759	Representative	3	5	100.0	20.0
337041	Alphapapillomavirus 9	UP000009251	333760	Representative	103	2062	98.0582524271845	82.007759456838
337042	Alphapapillomavirus 7	UP000009109	333761	Representative	31	487	100.0	92.1971252566735
337043	Alphapapillomavirus 4	UP000097916	333751	Representative	3	11	100.0	100.0
337044	Alphapapillomavirus 5	UP000145193	129724	Representative	4	4	100.0	0.0
337048	Alphapapillomavirus 1	UP000009117	333763	Representative	1	1	100.0	100.0
337049	Alphapapillomavirus 11	UP000246263	51033	Representative	2	2	100.0	100.0
337050	Alphapapillomavirus 6	UP000007666	10596	Representative	4	10	100.0	80.0
337051	Betapapillomavirus 1	UP000009252	333923	Representative	1	1	100.0	100.0
337052	Deltapapillomavirus 4	UP000113705	2758382	Representative	4	200	100.0	63.0
